Depth,destruction,Victim's reaction,Magnitude,Intensity
10,6,7,7.5,8
39,4,5,6.6,6
18,4,5,7,6
5,4,5,5.1,6
226,9,10,7.4,11
34,9,10,7.2,11
49,6,7,7.9,8
33,4,5,6.5,6
200,9,10,7.9,11
5,8,9,7.7,10
10,3,4,6.5,5
25,6,7,6.7,8
22,6,7,7.7,8
10,7,8,6.2,9
11,6,7,5.7,8
11,3,4,6.8,5
10,8,9,6.3,10
31,4,5,6.7,6
110.37,5,6,5.5,7
40,8,9,8.3,10
100,6,7,6.7,8
17,7,8,5.9,9
12,6,7,5.4,8
33,6,7,6,8
591,1,2,6.6,3
350,8,9,7.6,10
9,6,7,5.9,8
11,6,7,6.5,8
10,6,7,6.3,8
37,9,10,7.7,11
10,6,7,6.7,8
16,8,9,6.7,10
47.33,6,7,5.2,8
9,6,7,6.1,8
10,9,10,7.4,11
16,8,9,7.3,10
25,9,10,8.6,11
19,8,9,7,10
5,7,8,7.9,9
16.37,3,4,7.2,5
5,5,6,5.8,7
90,5,6,5.2,7
10,7,8,5.6,9
15,5,6,6.7,7
52,4,5,5.3,6
18,1,2,6,3
47.5,4,5,6.9,6
196,3,4,7.7,5
33,8,9,6.2,10
36,2,3,4.8,4
100,8,9,7.9,10
33,2,3,4.6,4
71.1,6,7,4.7,8
15.4,4,5,6.8,6
12,5,6,6.8,7
33,5,6,6.5,7
10,5,6,5.8,7
20,7,8,7.6,9
56,2,3,4.9,4
18,6,7,6,8
83,8,9,7.8,10
10,4,5,7,6
28,7,8,7.3,9
68.04,8,9,6.6,10
50,6,7,6.6,8
5,3,4,4.2,5
96,5,6,5.5,7
124,7,8,6.1,9
105,5,6,5.3,7
9.97,3,4,6.9,5
29.82,8,9,6.4,10
33,5,6,8,7
61.1,4,5,6.8,6
33,5,6,6.8,7
15,4,5,5.5,6
10,7,8,7,9
29,6,7,6.5,8
18,7,8,6.7,9
15,5,6,5.9,7
28,5,6,6.1,7
10,6,7,6.7,8
33,9,10,8.1,11
150,6,7,6.9,8
60,8,9,8.2,10
21,9,10,7.1,11
60,8,9,7.6,10
156,5,6,7.4,7
15,6,7,7.8,8
41,4,5,6.9,6
8,3,4,5.5,5
15,8,9,8,10
10,3,4,4.5,5
136.34,4,5,3.5,6
3,2,3,4.9,4
99,6,7,6.6,8
10,5,6,5.5,7
12,8,9,6.9,10
10,7,8,6.5,9
24.4,5,6,7,7
12,7,8,7,9
90,5,6,6.5,7
16,2,3,6.5,4
44,6,7,7.7,8
112,4,5,6.8,6
10,4,5,7.6,6
402,1,2,6.5,3
7,2,3,4.9,4
17,4,5,6.7,6
23.98,7,8,6.8,9
28,6,7,5.9,8
15,3,4,6.9,5
196,3,4,7.7,5
10,5,6,6.2,7
60,8,9,7.8,10
20,4,5,6.5,6
10,7,8,6.8,9
29,5,6,5.2,7
20,7,8,6.7,9
69,8,9,6.8,10
35,5,6,4.4,7
20,7,8,5.8,9
26,8,9,7.5,10
138,5,6,7.1,7
35,5,6,7.1,7
24,5,6,7.4,7
6,6,7,5,8
31,7,8,6.8,9
15,6,7,6.5,8
10,2,3,4.2,4
10,8,9,7.3,10
20,5,6,5.5,7
31,4,5,6.7,6
100,8,9,6.4,10
26,2,3,6.9,4
40,5,6,7.7,7
1,2,3,3.1,4
31,4,5,5.9,6
10,7,8,7.3,9
33,7,8,6.6,9
10,6,7,5.9,8
57.37,6,7,6.4,8
390,0,1,7.5,1
10,6,7,6,8
292,2,3,7.1,4
10,6,7,6.5,8
70,8,9,5.5,10
86.09,5,6,5.5,7
120,8,9,6.9,10
22,4,5,5.3,6
60,9,10,7.7,11
14,7,8,7.1,9
11,7,8,7.1,9
9,2,3,6.7,4
114,4,5,5.8,6
10,6,7,6.2,8
24,9,10,7.3,11
128,9,10,7.4,11
72,7,8,6.4,9
226,9,10,7.4,11
50,2,3,7.6,4
36.4,5,6,6.9,7
35,5,6,6.6,7
11,8,9,6.6,10
15,7,8,7.7,9
36,4,5,8.7,6
40,6,7,7,8
8.8,4,5,7,6
35,8,9,7.1,10
10,6,7,6.5,8
37,3,4,7.3,5
17,5,6,5.8,7
114.1,5,6,7,7
11,5,6,6.6,7
39,4,5,7.4,6
170,9,10,7.5,11
34,4,5,8.4,6
33,6,7,5.6,8
37,4,5,5.1,6
46,4,5,7.3,6
36,9,10,7.1,11
91,4,5,7.2,6
5,2,3,6.8,4
150,9,10,7.5,11
30,5,6,7.8,7
152.5,7,8,7,9
5,0,1,3.9,2
70,7,8,7.4,9
13,6,7,4.7,8
30,6,7,5.1,8
84,5,6,6.2,7
42.2,5,6,5.5,7
115.32,5,6,5.5,7
5,4,5,5.1,6
204.8,2,3,6.6,4
33,7,8,5.8,9
13,7,8,6.1,9
29,6,7,6.5,8
32,4,5,7.2,6
107.29,6,7,6,8
19.04,6,7,7.1,8
6,8,9,6.1,10
5,6,7,5,8
14,8,9,6.6,10
22.8,4,5,6.6,6
15,6,7,5.8,8
47,6,7,7.8,8
20.59,7,8,7.8,9
10,7,8,6.4,9
120,8,9,7.3,10
150.13,5,6,6.2,7
169.74,9,10,8,11
58,5,6,7.1,7
25,6,7,6.6,8
53.19,4,5,6.6,6
33,8,9,7.1,10
28,8,9,6.8,10
10,5,6,5.5,7
59.3,7,8,7.8,9
61,8,9,7.1,10
40,4,5,7.3,6
385.5,2,3,7.3,4
10,7,8,5.5,9
10,7,8,6.1,9
82,4,5,6.8,6
170,9,10,7.5,11
173.7,4,5,7.4,6
39,8,9,7,10
21,3,4,6.9,5
21,4,5,6.6,6
10,2,3,5,4
44,4,5,6.8,6
33,4,5,5.3,6
8,7,8,6.9,9
60,8,9,7.1,10
45,5,6,6.7,7
83,6,7,6.2,8
136,4,5,6.9,6
33,6,7,5.5,8
21,5,6,7,7
30,5,6,8.4,7
15,8,9,7.2,10
70,4,5,7,6
30,4,5,5.4,6
10,8,9,7.5,10
17,3,4,6.5,5
48,4,5,5.9,6
13,7,8,8.5,9
60,8,9,7.5,10
95,4,5,6.1,6
15,9,10,8.6,11
10,7,8,5.9,9
26,4,5,6.9,6
156,5,6,7.4,7
10.16,8,9,7.3,10
10,6,7,6,8
33,4,5,6.7,6
35,8,9,7.5,10
36.02,7,8,6.8,9
10,9,10,7,11
624,1,2,6.9,3
10,6,7,5.6,8
10,3,4,7.1,5
38,4,5,6.8,6
30,6,7,8.6,8
19,5,6,7.4,7
4,7,8,5,9
40,7,8,8.4,9
30,6,7,6.2,8
40,8,9,7,10
147,4,5,7,6
33,4,5,6.5,6
10,8,9,7.3,10
20,2,3,6.5,4
61,4,5,5.9,6
33,4,5,6.6,6
15,5,6,6.5,7
11,7,8,6.3,9
26,3,4,5.2,5
15.11,7,8,7.8,9
15.9,7,8,6.8,9
33,8,9,6,10
88.05,6,7,6,8
14,3,4,6.3,5
33,5,6,5.2,7
14,4,5,6.8,6
10,6,7,6.2,8
46,4,5,5,6
25.5,3,4,6.9,5
152.31,5,6,6.5,7
33,4,5,5.5,6
50.37,8,9,8.2,10
18,4,5,5,6
33,4,5,7.7,6
15,6,7,6.6,8
39,5,6,5.4,7
350,9,10,7.9,11
25,6,7,6.6,8
101.86,5,6,5,7
6,4,5,5.4,6
10,6,7,5.1,8
12,5,6,5,7
33,4,5,5.9,6
14,6,7,6.6,8
33,5,6,7.9,7
18,1,2,6,3
10,7,8,6.3,9
30,8,9,7.3,10
60,8,9,7.5,10
10,7,8,7.8,9
53.19,4,5,6.6,6
44,8,9,6.7,10
80,8,9,7,10
10,3,4,8,5
26,5,6,7.6,7
583.2,2,3,7.7,4
10,8,9,6.5,10
6,3,4,4.7,5
33,6,7,4.6,8
675,9,10,7.7,11
10,3,4,4.7,5
15,7,8,6.7,9
19,3,4,6.7,5
24,7,8,8.2,9
10,5,6,7.1,7
21.69,6,7,6,8
10,6,7,6.4,8
16,4,5,6.5,6
5,8,9,6.1,10
65,2,3,7.2,4
10,6,7,6.3,8
10,6,7,7.7,8
9,8,9,6.6,10
35,7,8,5.4,9
112,8,9,7.5,10
10,8,9,6.3,10
24,4,5,5.9,6
70.35,6,7,6,8
72,7,8,6.4,9
71.9,3,4,6.7,5
59.9,3,4,6.5,5
35,4,5,6.9,6
93,9,10,7.3,11
13,7,8,8.5,9
16,5,6,7.3,7
177,5,6,7.2,7
8,6,7,5.3,8
25,6,7,6.7,8
33,9,10,7.5,11
10,9,10,7.4,11
10,8,9,7.7,10
33,4,5,5.2,6
139.33,8,9,6,10
10,8,9,7.4,10
145,5,6,7.5,7
70,9,10,7,11
17,8,9,6.1,10
20,4,5,6.8,6
23.09,4,5,6.6,6
630,1,2,7.1,3
15.4,4,5,6.8,6
20,6,7,5.7,8
33,9,10,7.2,11
5,4,5,5.1,6
6,5,6,6,7
33,4,5,6.5,6
10,6,7,6.5,8
6,7,8,5.8,9
122,3,4,6.5,5
148.73,7,8,7.3,9
14,3,4,6.5,5
32,6,7,6,8
20,4,5,5.8,6
29.4,8,9,7.5,10
25,7,8,7.6,9
65.32,4,5,5,6
100,8,9,7.4,10
33,8,9,7.5,10
10,4,5,4.4,6
31,4,5,7.2,6
14,7,8,6.6,9
615.42,4,5,6.9,6
21,3,4,6.5,5
15,6,7,5.9,8
15,5,6,5.9,7
10,7,8,7,9
35,3,4,6.5,5
33,8,9,7.4,10
10,6,7,5.5,8
16,5,6,7.1,7
10,4,5,5.7,6
115.68,6,7,6.5,8
60,8,9,7.7,10
10,6,7,6.5,8
16,2,3,4.7,4
10,4,5,7.1,6
40,5,6,6.6,7
10,3,4,4.9,5
10,2,3,5,4
113.6,5,6,5,7
33,8,9,6.4,10
10,7,8,6.5,9
11,5,6,6.7,7
19,3,4,6.7,5
14.98,6,7,6.3,8
82,3,4,6,5
29.97,4,5,4.8,6
10,4,5,5.7,6
10,5,6,5.7,7
33,8,9,7,10
10,4,5,7,6
5,8,9,6.8,10
44,9,10,7.2,11
33,8,9,7.8,10
10,5,6,5.9,7
38,3,4,6.8,5
60,5,6,5.7,7
15,7,8,6.9,9
20,4,5,6.7,6
15,6,7,7,8
10,9,10,8.5,11
13,4,5,5.4,6
29,4,5,6.9,6
15,9,10,8.3,11
21,3,4,6.9,5
397,9,10,7.6,11
36,9,10,7.3,11
212,2,3,6.6,4
10,8,9,6.5,10
10,3,4,6.5,5
41,8,9,7.2,10
10,4,5,4.1,6
53,3,4,6.6,5
46,5,6,7,7
26,5,6,6.8,7
38,3,4,6.5,5
149.34,5,6,5.9,7
35,9,10,8,11
33,2,3,6.7,4
48,4,5,4.7,6
35,5,6,4.4,7
126.59,7,8,8,9
40,4,5,6.7,6
583,9,10,7.7,11
18,7,8,6.3,9
209.976,2,3,6.5,4
84.75,3,4,4.5,5
82,3,4,6,5
27,6,7,5.6,8
10,4,5,5.6,6
5,7,8,6.7,9
17,6,7,5.5,8
63,4,5,5.1,6
38,6,7,5.9,8
96,4,5,5.8,6
17,5,6,6.6,7
17,7,8,7.6,9
33,5,6,7,7
18.97,8,9,7.3,10
53,4,5,5.6,6
150.25,5,6,5.5,7
61.52,7,8,6.7,9
5,4,5,4.3,6
30,6,7,8.6,8
10,4,5,4.7,6
32,5,6,6.2,7
10,9,10,7.5,11
8,7,8,6.9,9
145,8,9,7.5,10
34,9,10,8.4,11
10,5,6,6.9,7
26,6,7,6,8
30.57,7,8,8,9
48,5,6,7,7
33,6,7,6.7,8
19,7,8,8.1,9
6,4,5,6.2,6
8,6,7,6.9,8
11,4,5,5.7,6
30,6,7,9.1,8
14.4,5,6,5.5,7
20.74,2,3,6.9,4
40,6,7,8.6,8
28.42,3,4,6.9,5
55.48,4,5,6.9,6
16,6,7,5.9,8
33,9,10,8.6,11
10,6,7,7,8
33,4,5,6.5,6
10,3,4,6.9,5
33,3,4,4.7,5
20,8,9,7.7,10
14.2,5,6,6.5,7
15,5,6,5.3,7
54,5,6,5.4,7
6,4,5,4.6,6
33,4,5,5.5,6
73,4,5,7.4,6
35,3,4,6.8,5
10,3,4,4.8,5
29,7,8,9.1,9
33,8,9,7.3,10
93,5,6,6.9,7
17,4,5,5.9,6
260,6,7,6.8,8
15,8,9,7.1,10
5,4,5,5.5,6
16,4,5,6.6,6
1,6,7,6.2,8
10,9,10,7.4,11
38,4,5,6.8,6
51,4,5,4.8,6
21,3,4,6.9,5
50,9,10,8.2,11
10,6,7,6.6,8
24,2,3,6.5,4
64,4,5,5.5,6
7,5,6,5.4,7
65.9,5,6,7.8,7
167.404,4,5,7.2,6
13,4,5,6.1,6
130,3,4,6.7,5
91.27,2,3,7.6,4
11,5,6,6.6,7
196,3,4,7.7,5
16,8,9,6,10
16,3,4,7.3,5
25,5,6,5.4,7
24,6,7,5.3,8
13,7,8,7,9
10,8,9,6.3,10
41,3,4,7,5
19,3,4,6.7,5
115.48,9,10,7,11
85.29,5,6,5.5,7
20,4,5,6.5,6
10,3,4,4.7,5
10,6,7,4.5,8
33,9,10,7.1,11
11,6,7,6.6,8
15,6,7,6,8
10,5,6,5.6,7
33,7,8,6.3,9
10,2,3,4.7,4
30.1,4,5,7.7,6
18,8,9,7.1,10
130,5,6,5.8,7
3,5,6,4,7
13.73,6,7,7.1,8
10,2,3,6.6,4
68,5,6,7,7
133,3,4,7.1,5
39,5,6,6.6,7
33,4,5,6.5,6
122.57,6,7,8,8
670,9,10,7.9,11
10,3,4,4.5,5
38,7,8,8.1,9
60,9,10,7.7,11
18.98,5,6,7.2,7
71,8,9,6.4,10
12,5,6,6.8,7
7,8,9,6.1,10
72.6,4,5,6.8,6
35,8,9,7.3,10
16,8,9,6.3,10
35,3,4,6.8,5
22,5,6,6.6,7
15,6,7,5.5,8
18,7,8,6.5,9
10,8,9,6.5,10
150,3,4,6.8,5
10,6,7,5.2,8
10,5,6,5.3,7
33,10,11,9.5,12
10,2,3,4.6,4
69,9,10,7.2,11
33,6,7,6,8
60,8,9,7.6,10
33,5,6,7.6,7
74,6,7,7.8,8
30.1,4,5,7.7,6
14,4,5,5.8,6
30.1,5,6,6.7,7
41,4,5,6.9,6
14.98,6,7,6.3,8
64.06,5,6,5.8,7
14.57,5,6,5.5,7
21,9,10,7.1,11
40,9,10,7.6,11
10,5,6,5.7,7
21,5,6,5.6,7
31,8,9,7.5,10
18.1,5,6,7.6,7
135,3,4,6.6,5
20,7,8,5.8,9
15,8,9,7.3,10
73,4,5,7.6,6
16,6,7,6.7,8
22,6,7,6.4,8
60,8,9,7.4,10
60,9,10,7.8,11
6,8,9,7.6,10
8,5,6,4.9,7
10,8,9,7.5,10
120,8,9,6.5,10
10,7,8,6.6,9
16,6,7,5.9,8
103,7,8,6.5,9
58,4,5,6,6
10,2,3,5.4,4
10,5,6,5.3,7
45.4,7,8,6.5,9
9,7,8,6.4,9
90,5,6,7.6,7
3,4,5,4,6
33,9,10,6.4,11
50,4,5,7.6,6
46,7,8,8.2,9
6.8,2,3,6.5,4
5,6,7,5,8
596.4,1,2,6.9,3
11,8,9,7.1,10
10,6,7,6.5,8
60,6,7,7.8,8
33,6,7,5.8,8
37,5,6,5.8,7
40,5,6,6.6,7
50,5,6,6.8,7
9,6,7,6.1,8
10,8,9,7.3,10
20,5,6,6,7
5,2,3,4.8,4
48,8,9,6.8,10
30,5,6,8.4,7
41,3,4,4.6,5
11,7,8,6.2,9
15,5,6,6.4,7
10,7,8,6.8,9
10,4,5,4.1,6
60,9,10,7.5,11
10,8,9,6.1,10
10,6,7,5.5,8
9,5,6,6.6,7
9,6,7,6,8
10,3,4,6.5,5
27,4,5,5.2,6
37,4,5,7,6
30,5,6,7.8,7
89.88,5,6,6,7
13,4,5,5.2,6
5,9,10,7,11
93,5,6,6.9,7
34,9,10,7.1,11
19,7,8,7.3,9
12,4,5,6.8,6
155,4,5,6.2,6
39,8,9,6.2,10
13.7,4,5,6.8,6
22,5,6,6.6,7
47,9,10,7.3,11
23,5,6,7,7
10,6,7,5.8,8
13,8,9,7,10
89,4,5,6.7,6
20,9,10,7.5,11
21,8,9,7.5,10
33,3,4,6.7,5
32,3,4,6.5,5
35,3,4,7.5,5
20,3,4,6.5,5
14,5,6,5.8,7
22,9,10,7.9,11
20,8,9,7.5,10
135.79,7,8,6.7,9
529,1,2,6.5,3
11,0,1,6.8,2
30,4,5,6.5,6
58,4,5,6,6
60,8,9,7.8,10
10,4,5,4.8,6
10,3,4,4.8,5
15,5,6,5.7,7
28.4,4,5,7.1,6
131.8,4,5,6.6,6
27,3,4,6.6,5
60,8,9,7.6,10
91.1,3,4,6.6,5
39,5,6,7,7
10,5,6,6.9,7
86.09,5,6,5.5,7
35,3,4,6.9,5
10,4,5,5.2,6
400,9,10,8.1,11
10,8,9,7.7,10
24,5,6,7.6,7
33.94,7,8,7.2,9
18,4,5,5.3,6
87.84,9,10,8,11
6,7,8,6.9,9
115,5,6,7.5,7
600,9,10,7.5,11
10,6,7,6.4,8
33,4,5,7.7,6
23,8,9,7.2,10
600,2,3,8,4
60,8,9,7.7,10
43,6,7,5,8
24,6,7,7.2,8
107.85,8,9,8.5,10
70,9,10,7.2,11
100,7,8,7.5,9
75.17,6,7,6,8
58,5,6,7.1,7
15,7,8,6.8,9
10,3,4,7,5
14,6,7,6.3,8
14,6,7,5.9,8
10,2,3,5.3,4
10,7,8,7.3,9
10,7,8,5.9,9
144.34,9,10,6.8,11
17,4,5,6.7,6
52.39,6,7,6,8
17,5,6,7.6,7
60,8,9,7.5,10
8,8,9,6.2,10
32.32,7,8,6.2,9
35,5,6,7.3,7
22,6,7,5.5,8
40,6,7,5.9,8
10,8,9,7,10
96,4,5,6.6,6
93,9,10,7.3,11
12,8,9,6.8,10
164.2,3,4,6.8,5
19.73,4,5,6.9,6
10,8,9,6.2,10
145,8,9,7.5,10
32,6,7,6.8,8
4,8,9,7.2,10
50,4,5,4.5,6
35,4,5,6.8,6
9,2,3,4.4,4
15,7,8,7.6,9
6,6,7,5.7,8
8.22,7,8,7.8,9
12.2,3,4,6.6,5
42,9,10,7.1,11
9,5,6,6.5,7
17,5,6,7.6,7
15.11,7,8,7.8,9
19.04,6,7,7.1,8
5,8,9,7.7,10
15,4,5,8.6,6
78,4,5,7.2,6
28,9,10,7.1,11
9,3,4,6,5
21,3,4,6.8,5
94.72,6,7,5.8,8
15,7,8,7.7,9
32,7,8,6.1,9
24,5,6,6.7,7
33,7,8,6.5,9
20,8,9,7.5,10
579,1,2,7,3
7,5,6,4.9,7
48.42,7,8,5.6,9
10,9,10,7.3,11
10,3,4,5.2,5
8,6,7,7.8,8
10,6,7,5.9,8
89,5,6,7.6,7
40,8,9,7.5,10
35,7,8,6.4,9
10,6,7,5.9,8
10,6,7,5.7,8
24,2,3,6.7,4
135,6,7,6.7,8
33,6,7,6.7,8
150,8,9,6.8,10
60,7,8,7.6,9
21,3,4,6.8,5
10,5,6,5.3,7
84,5,6,6.2,7
62.74,7,8,7.6,9
10,6,7,6.2,8
7,5,6,6.6,7
49.13,7,8,7,9
21,2,3,5.2,4
10,8,9,6.1,10
10,7,8,6.8,9
15,8,9,7,10
109.31,5,6,5.3,7
27.9,7,8,8,9
10,3,4,4.6,5
10,7,8,6.8,9
10.16,8,9,7.3,10
33,1,2,6.9,3
10,4,5,7.9,6
47,7,8,7.9,9
19,5,6,6.6,7
10,2,3,6.6,4
89,8,9,7.5,10
30,8,9,7.7,10
12,5,6,6.8,7
70,7,8,7.2,9
10,5,6,6.6,7
110,8,9,7.2,10
10,8,9,7.7,10
15,5,6,5.4,7
66,5,6,7,7
10,5,6,5.5,7
23,4,5,5.1,6
161,6,7,6.8,8
35,7,8,5.4,9
13,8,9,7,10
74.72,6,7,5.7,8
35,5,6,7.3,7
16,4,5,6.6,6
124.65,5,6,5.5,7
60,8,9,7.5,10
33,6,7,5.8,8
8,6,7,7.3,8
25,8,9,7.8,10
32,5,6,6.9,7
10,10,11,8.1,12
583.2,2,3,7.7,4
33,5,6,5.9,7
33,4,5,7.2,6
16.6,5,6,7,7
10,9,10,7,11
33.3,2,3,6.9,4
33,8,9,5.5,10
85.61,4,5,5,6
10,7,8,6,9
80,3,4,7,5
33,9,10,7.1,11
20,7,8,6.1,9
40,6,7,7,8
15,4,5,5.5,6
21,5,6,5.6,7
8,7,8,7.4,9
116,6,7,7.6,8
105,5,6,5.3,7
10,6,7,5.4,8
24,6,7,6.6,8
21.43,3,4,7.1,5
29,5,6,5.3,7
155.73,8,9,8,10
68,5,6,7,7
33,4,5,6.6,6
15,7,8,6.9,9
10,6,7,6.2,8
17,6,7,6.2,8
22,6,7,5.6,8
33,8,9,5.9,10
10,8,9,7.3,10
40,5,6,7.7,7
13,7,8,5.9,9
50,8,9,8.6,10
45,3,4,4.8,5
110.48,6,7,6.5,8
10,6,7,6.7,8
33,5,6,6.8,7
10,7,8,6.8,9
59,7,8,7.8,9
19,7,8,6.9,9
10,3,4,6.3,5
22.7,5,6,5.5,7
58.32,5,6,5.5,7
28,6,7,7.8,8
600,2,3,8.2,4
35,4,5,6.8,6
137.57,8,9,7.3,10
10,7,8,5.5,9
37,6,7,5,8
50,4,5,7.2,6
6.43,5,6,6.9,7
35,7,8,7.7,9
14,7,8,6.4,9
12,5,6,6.7,7
24,6,7,7.2,8
10,9,10,7.5,11
60,8,9,7.8,10
10.05,5,6,5.8,7
20,5,6,6.7,7
10,6,7,5.4,8
188.6,3,4,6.9,5
33,2,3,4.9,4
150,8,9,6.8,10
57,3,4,4.5,5
20,3,4,6.9,5
10,5,6,5.5,7
33,3,4,6.6,5
83,6,7,6.2,8
10,5,6,5.5,7
18,5,6,5.7,7
33,8,9,7.3,10
69.67,5,6,5.5,7
5,7,8,7.5,9
15,6,7,7.1,8
35,7,8,5.4,9
9,3,4,5,5
35.44,6,7,6,8
17.42,5,6,5,7
125.1,3,4,6.5,5
91.59,5,6,5,7
29,5,6,6.9,7
22,6,7,5.5,8
150,3,4,6.8,5
14,9,10,7.2,11
33,6,7,5.9,8
33,6,7,8.4,8
29,8,9,6.5,10
33,5,6,6.8,7
23,7,8,8.8,9
13,2,3,6.9,4
33,6,7,5.8,8
150,3,4,6.8,5
10,6,7,6,8
12,2,3,6.7,4
50,5,6,5.8,7
60,8,9,7.5,10
15,8,9,6,10
12,6,7,6,8
17,6,7,6.5,8
10,4,5,6.5,6
6,4,5,5.4,6
196,4,5,7.7,6
18,8,9,6.3,10
141.9,4,5,7.1,6
15,6,7,5.6,8
5,7,8,6,9
33,7,8,6.8,9
8,7,8,7.3,9
47,4,5,5.1,6
20,6,7,7.3,8
60,8,9,7.9,10
90,8,9,7.6,10
63.4,4,5,6.5,6
10,3,4,6.7,5
61.52,7,8,6.7,9
16,4,5,6.8,6
10,4,5,7.3,6
549,9,10,7.5,11
25,9,10,8.2,11
24,6,7,7.5,8
28.37,5,6,7.6,7
32,6,7,6.8,8
598.1,3,4,8.3,5
12,5,6,6.2,7
100,8,9,7.3,10
10,9,10,7.7,11
35,8,9,7.5,10
200,6,7,6.7,8
44.71,3,4,7.5,5
25,5,6,5.5,7
48,4,5,4.7,6
15,5,6,7.3,7
96,4,5,6.8,6
20,7,8,8.2,9
19.9,5,6,6.7,7
65.8,3,4,6.7,5
5,8,9,7.7,10
22,8,9,6.7,10
51.798,5,6,6.8,7
60,9,10,7.7,11
14,2,3,4.8,4
23,6,7,5.6,8
24,5,6,6.6,7
10,8,9,7.3,10
50,4,5,5.5,6
180,9,10,7.4,11
89,8,9,7.5,10
33,9,10,8.2,11
113.75,8,9,6.7,10
10,5,6,5.1,7
29,3,4,6,5
6,4,5,6.1,6
10,8,9,7,10
15,3,4,6.9,5
606,3,4,7.6,5
35,8,9,7.6,10
10,8,9,6.7,10
100,9,10,7.8,11
10,3,4,4.9,5
26,8,9,7.4,10
8.382,7,8,6.5,9
77.47,8,9,7.5,10
204,9,10,7.6,11
10,6,7,7.2,8
107.28,4,5,5,6
33,4,5,6.8,6
5,4,5,4.3,6
24,6,7,4.5,8
44,9,10,7.2,11
60,9,10,7.7,11
33,4,5,6.7,6
70,9,10,8.5,11
15,9,10,8.6,11
33,4,5,6.7,6
85,7,8,6.3,9
110.57,3,4,6.5,5
598.1,4,5,8.3,6
22,3,4,7.5,5
59,7,8,6.6,9
15,7,8,6.1,9
33,5,6,5.4,7
30,5,6,6.9,7
10,6,7,6.3,8
10,7,8,6.8,9
10,6,7,5.6,8
14,4,5,6.8,6
99,8,9,6.2,10
552.06,4,5,7,6
18,5,6,6.6,7
41.71,5,6,5.5,7
13,3,4,6.7,5
60,9,10,7.5,11
17,5,6,6.6,7
20,6,7,7,8
33,5,6,7,7
27.59,3,4,6.7,5
15,6,7,5.8,8
10,6,7,6.5,8
30,9,10,7.5,11
33,8,9,7,10
12,9,10,7.5,11
11,5,6,6.7,7
44,9,10,7.2,11
130,5,6,5.8,7
35,3,4,7.4,5
2.7,6,7,6.5,8
10,7,8,6.9,9
615.42,4,5,6.9,6
10,3,4,4.2,5
624,1,2,6.7,3
50,3,4,6.8,5
15,8,9,6.4,10
10,8,9,7.5,10
189,6,7,6.2,8
33,8,9,7.4,10
36,4,5,7.4,6
16.37,3,4,7.2,5
33,8,9,6.6,10
152,8,9,6.6,10
10,6,7,6.5,8
26,8,9,7.4,10
20.72,6,7,6.1,8
60,9,10,7.7,11
34,8,9,7,10
10,4,5,5.4,6
70,8,9,5.5,10
123,6,7,6.8,8
10,7,8,7.5,9
102.58,8,9,6.7,10
17,4,5,6.5,6
7,6,7,5.2,8
11,4,5,6.7,6
21.6,9,10,9,11
16,8,9,6.3,10
42.9,4,5,6.5,6
31,9,10,7.2,11
20,5,6,6.5,7
10,8,9,7.7,10
93,8,9,6.7,10
31,8,9,7,10
28,3,4,7.3,5
28,9,10,7.5,11
38,4,5,6.8,6
50,5,6,8.3,7
10,7,8,6.9,9
20.1,5,6,7.8,7
149,9,10,7.1,11
15.11,7,8,7.8,9
30,6,7,5.5,8
19,7,8,5.5,9
675,9,10,7.7,11
10,6,7,6.5,8
130,7,8,6.9,9
20,4,5,6.5,6
5,4,5,4.2,6
81.32,6,7,5.3,8
600,8,9,7.6,10
17,6,7,6.5,8
10,10,11,7.2,12
10,5,6,5.7,7
10,6,7,7,8
17,6,7,5.7,8
385.5,2,3,7.3,4
30,10,11,8.6,12
130,9,10,6.7,11
113.55,5,6,6,7
179.3,4,5,7.2,6
13,2,3,6.8,4
40,4,5,6.6,6
33,8,9,7.9,10
33,6,7,7,8
14,5,6,7,7
15,5,6,6.3,7
8,6,7,6,8
18,7,8,7.1,9
33,7,8,7.3,9
29,6,7,6.5,8
10,2,3,6.9,4
51,8,9,7.3,10
89.37,5,6,5,7
591,1,2,6.6,3
13,5,6,5.8,7
13.7,4,5,6.8,6
33,5,6,5.5,7
86.09,5,6,5.5,7
38,4,5,6.8,6
10,6,7,5.6,8
56,2,3,4.9,4
61,9,10,7.3,11
10,8,9,7,10
33,5,6,6.1,7
35,4,5,6.7,6
60,6,7,6.5,8
27.8,2,3,6.6,4
1,5,6,5,7
10,8,9,7.9,10
12,6,7,5.8,8
33,8,9,6.9,10
53,3,4,6.8,5
13,8,9,6.1,10
187,2,3,6.5,4
107,5,6,6.3,7
13,4,5,5.1,6
9.97,3,4,6.9,5
10,7,8,6.8,9
20,5,6,6.8,7
25,8,9,7,10
91,7,8,6.7,9
29,5,6,6.9,7
33,6,7,5.9,8
63.4,4,5,6.5,6
60,8,9,7.4,10
22,8,9,6.5,10
33,8,9,6.2,10
10,3,4,5.9,5
12,5,6,5,7
20,5,6,6.9,7
35,8,9,7.1,10
10,6,7,5.8,8
10,7,8,7.4,9
50,7,8,6.8,9
35,5,6,6.6,7
145,3,4,6.9,5
10,4,5,4.8,6
621,3,4,7.6,5
40,9,10,8.3,11
65,2,3,7.2,4
80,3,4,7,5
63,8,9,7.5,10
114.61,6,7,6,8
